#1_id	#2_content	#3_label
TRAIN_9962	زمان ف اعدادي شدت مدرستي مديرة حاازمة و كل ابلة تغيب تسجلها غياب وممنوع حد يوقع بداالها وكانت وافقه مع الطالباات وتهزب ف ابلات يلي يتأخررن ع حصصهن ( طبعا هكلام مايبوشي ) وكانت شخصيتها قووية عموما ما كملتش سنتين ع بعضهم ابلات داروا ورقه فيها و غيروها والله ما يبوه الإصلاح : ' )	libya
TRAIN_4966	باقيون ويبون يتجنسون ! ! #واحسرتاه URL …	kuwait
TRAIN_10358	اخلص اكل واكتبلك حاجة كويسة	egypt
TRAIN_19740	الله يسعد الناس اللي مرت ولا ضرت . .	morocco
TRAIN_8210	حصل . والمصحف بيبقي هاين عليا اكل الواحد منه كف انيمه URL …	egypt
TRAIN_20660	ككنتم مع ساعه مع نجم ع نجووم اف امم	egypt
TRAIN_1698	ليا فتره نرقد بدري بس اليوم نعسان ونقاوم مانبي نرقد	libya
TRAIN_11654	فدوه ع الجايات ابطال شباب	iraq
TRAIN_16679	الحمد لله جامي سخنتلي الفرفارة على جال الشعب هذا	algeria
TRAIN_15751	أخيرا طرحوا المادة اللي أباها بالصيفي	morocco
TRAIN_1406	بعض الاحيانن ايهه وبعض الاحيانن لا	iraq
TRAIN_17161	مرحباا فأي وقت خويا هشام	morocco
TRAIN_243	▬ • ●◕ ( 1 ) ◕● • ▬▬◕ عاوز تكبر صفحتك للمليون انضم الي اكبر جروب تبادل علي الفيس بوك ↓↓ . . URL	tunisia
TRAIN_1783	لاحوول وش فيهم العالم سرقة وخطف الله لايسلط علينا	ksa
TRAIN_15456	انه جان عمري صغير ومالحكت افتهم انتو اخواتي الكبار فهموني شنو معنى فدائيون صدام ؟ شنو شغلهم ؟	iraq
TRAIN_13526	مبحبش محاضرات البايو لا مجتش	egypt
TRAIN_3851	حاليا يي بقت مادتين بعد ما ادري بيهن . . وانتي ؟ ؟	iraq
TRAIN_4999	منشورات و تغريدات السياسة اللعينة تضرب بقوة لواحد راح يتقيا	algeria
TRAIN_14584	#كلام_معلمين_الجمعه ياعينى ع اللى مجموعهم 10 صعبانين عليا والله	egypt
TRAIN_6669	اولاد الكلبة كلهم كلاب	morocco
TRAIN_5863	من شهر ١ اللي فات مش من شهر لورا هاا	egypt
TRAIN_11904	وذا برضوه اتوقع نفس الريحه بينكم مشتركه يالضربان	ksa
TRAIN_3386	سبحان الله شوف الاذن ما مكتوب عليها URL	morocco
TRAIN_3147	عيش لروحك . . ماتعيشش ليهم . . ارضاء الناس غاية بش تقدم لازمك تفسخها من مخك .	tunisia
TRAIN_7798	شفت كيف الحمدلله	oman
TRAIN_3695	اسبوع وبالأخير يقولولي خطأ	algeria
TRAIN_7316	و لك مبسووط	syria
TRAIN_13306	Ne cachez le soleil avec un avec un tapis . تحكيها للبيبيط . الجزاءر عربية مسليمة ولو كريها الكاقيرون الفرنكو بربريست دعات الاءلحاد واللاءكية .	algeria
TRAIN_5207	هه خانك الإحساس هالمرة وما اعتقد اول مرة	iraq
TRAIN_549	ﺎلحيااةة ﺎلتي ﺎعيشها ف مخي م يعيشهاا رئيس دولهہ ̶̶	ksa
TRAIN_1894	اني نوري حمدان صحافي حر اذا انت بالحكومة او متظاهر ما تفرض علي شنو اكتب #نوري_مو_للبيع	iraq
TRAIN_9576	أنت فرحتنا قبل كم يوم تقول بتشتري واحد وبتفكنا من تصوير الجلكسي	oman
TRAIN_6067	USER وينها فردوس بس لا ماتت	iraq
TRAIN_19162	يعني يوم مايبقى تبعك حاجة تبقى منوفية والله عيب ياعم النينو URL …	egypt
TRAIN_6035	طق طق على راحتك حبيبي	iraq
TRAIN_18783	الجار للجار والنبي وصى على سابع جار والنهارده عندي وبكره عندك	egypt
TRAIN_4828	او اكرهه في صنف الستات كلهم عادي ! URL	egypt
TRAIN_15940	عادي يسطا + و بذات لما تبقا معروف في أسيوط بتاخد كل حاجة إكسترا + كومبو	egypt
TRAIN_793	Hazard recognition & control أحسن شي تجي متأخر والترينر مابعد يجي تبا له ( at Saudi Aramco ) — URL	ksa
TRAIN_10604	لا مش في طبرق هذا عندنا فالبيضاء	libya
TRAIN_8896	كنسل الرقاد عندي لعب العصر	morocco
TRAIN_16695	كاني شايفنه في باب الحاره لا يكون هنا كانو يمثلو	oman
TRAIN_7915	راح اجول للزين سلامات	egypt
TRAIN_2528	اليوم بدي كتر البوشار وكبر ابريق الشاي والارغيلة	lebanon
TRAIN_9968	ينقص ردك والعاقل يفتهم حتى الزواج الي تصفكلك تعرف مقامه وقيمته للمستوى المضمحل	iraq
TRAIN_17669	جوجو تاكل الهتل	ksa
TRAIN_8386	انت بتقولي ايه انت كمان	tunisia
TRAIN_13139	لا ومن يعايدوها تتفاجئ واو فانزاتي شون تذكرتو هالمناسبة العظيمة انتو شكد اوفياء	iraq
TRAIN_1419	كل العجين خداع ينفخ البطن ومبعد تجوع وتقول كليت حاجة في هداك نهار	algeria
TRAIN_6250	لاا قصدي مش خسرانة جدا لطيف صباحي كان جدا	palestine
TRAIN_17219	سكشن ال reproductive health هنخلي عبراضي USER يشرحهولنا	egypt
TRAIN_19459	ان شاء الله رمضانكم مبارك و ربي يتقبل صياكم	tunisia
TRAIN_20844	باين عليك ولد حرام . . قريبا سندخل طرابلس . . وبعدها لكل حادث حديث ياعديم التربيه . . انتم اصلا التاجورى وحنكورة واجد عليكم . . هه	libya
TRAIN_16782	بتضلك فاضي بعيني لو عبيتك كلك . - سينابتك	palestine
TRAIN_13458	لازم نهرسوا فرنسا ولغة فرنسا URL	algeria
TRAIN_2935	كنتي في جهدش ثم خربتيها بالتعليق التالي ذيا	ksa
TRAIN_7208	يمكن لأن العمل كان عجبه لكن تدهور بعدين ؟ عشانه لسه يتأمل المؤلف يفاجئه بتحسن ما ؟	morocco
TRAIN_10492	فلافل بدون سلته بليز	jordan
TRAIN_19662	هاي ضحكتي القديمة	iraq
TRAIN_19762	جدا هذا مثل شعاب سقام الجنوبيه الملطه وشعب السرو وبني سرادان والقيوم والمرحا وسمر كنا نرعى الغنم فيها وابعدنا منها عام ١٤٠٠ حي والله ذاك الشوف	syria
TRAIN_5609	من الاشياء الجميله ان نص اخوياي هلاليين والنص الثاني نصراويين ووقررنا نتابع المباراه سوا في كازينو والحمدلله راح استانس بينهم .	ksa
TRAIN_13083	حاجه ولا اروع	morocco
TRAIN_7294	وانتي بخير ، امين يارب جميع	oman
TRAIN_1935	بطولت عمرك يا عزو كل عام وأنت بخير	libya
TRAIN_6180	مصار ذا دوام طباين في بيت	syria
TRAIN_960	الحمد لله ، يلا روح نام قبل ما تقطع	palestine
TRAIN_6032	حبيبي وانت بخير وصحة وسعاده ي بودي ي أبو الصحاب	egypt
TRAIN_19478	مهما تقولون في زينه وفي شينه محد يشوفه مثل ما أشوفه بعيني	ksa
TRAIN_4835	انا عمري ما شوفت كوكا العلق ده جاب جون للمنتخب ومع ذلك كل ماتش يجيبوا ! !	egypt
TRAIN_3686	متل الغنية يلي بضل عيدا من أولا	syria
TRAIN_1986	انت كارهني و مش عاوز تسامحني بس انا عارف ان يوم ما هاموت انت اكتر حد هتتوجع .	egypt
TRAIN_18671	هوي ان بعض الظن اثم م تعملو للود سمعة ساي	sudan
TRAIN_15218	اليوم المفروض شبكة اخت صحبة اختي وامس ابوها اتوفى الله يصبرها ويجبرها ويربط على قلبها ويصبر اهله ، اللهم … — URL	ksa
TRAIN_16122	تشامبرلين ووالكوت اساسيين وسانشيز احتياط	qatar
TRAIN_18729	الله يسلمك أخي . . رانا هنا برك كي لعادة	algeria
TRAIN_16876	حبيبي شمعة الجلاس ولا أكو من يسد عنه .	uae
TRAIN_19964	تالي نساني و مشى و راح .	uae
TRAIN_276	قلت بالاك داخلة تغني في اه يادنيا لفي بينا يا دنيا	algeria
TRAIN_7662	' تحية لكل دبة صدقت حكاية \ ' كمل ڨدمة الخبز لتبور \ ' '	tunisia
TRAIN_17135	انا مش فاهم	egypt
TRAIN_19151	بما انك ستترك لبسا لان مقاسه اكبر من مقاسك كذلك الحال بالنسبة له اذا الموضوع اكبر منهم فالاجدر ان يتركوه فالشباك اللي ما يجيك منه ريح سده واستريح #نداء_للسلطان_ترقياتنا_مستحقه26	oman
TRAIN_10419	ما انتو تقنعوني دا رصاصي ازاي لا اقنعوني بجد . . ! ! URL	egypt
TRAIN_11422	بليدة الفازة ، قلو موش فيلم animation , هذا rendu esquisse ، etape en modelisation 3D avant le rendu final	tunisia
TRAIN_5290	هواوي يا عيني	morocco
TRAIN_4237	حبيبي يا نين	iraq
TRAIN_7024	ناطرينك على نار	iraq
TRAIN_12694	مسوي يشككنا بدينا ذا افكارك بالدين خلها لروحك كل واحد يعرف مصلحة نفسه	iraq
TRAIN_2612	USER شوفي شو يطلع ؟ URL	uae
TRAIN_1079	حظكم هازارد مايلعبش اليوم بس والله الريال المباراة لهم	libya
TRAIN_17392	الحب ما بينشرى ولا بينباع . .	lebanon
TRAIN_7263	طبعا اتفق معاك امهاتنا لازم يتناكوا من فحول خصوصا لو ليهم ولاد خولات و سوالب عاوزين يتتاكوا زينا	syria
TRAIN_14997	ما فيه احد فكر ف حد ف هذا الزمن كلهم همه نفسه	oman
TRAIN_15236	يااخ اي عنجد بس بعد ال١٠ URL …	syria
TRAIN_5308	الحياة كانت أبسط من كل التعقيدات دي .	egypt
TRAIN_8954	انا طلعت منو و ما بدي وجع هالراس كلو	syria
TRAIN_19697	دخلت بالتاريخي لين وصلت له بس جميل	jordan
TRAIN_6386	بعد سنة اذا ماتزوجت ، بروح شهر العسل ويا ربعي	uae
TRAIN_15366	أنت تستغني عني,وانا اعتبرك م انخلقت . ”	ksa
TRAIN_10240	#حاول_تكون أنسان وكثر الله خيرك .	ksa
TRAIN_10019	رفاهيا اوأمن اوسفر كل سنه شن نبو اخره	libya
TRAIN_14550	الكلمه اللي تلخص امي هي العطاء ، انت حب ملوش مقابل وإنت اعظم ام في الدنيا	morocco
TRAIN_16445	شحال يقلبو النم هاذوك لي يقدسو الراپرز ، !	algeria
TRAIN_1552	خلاص خاشين ع 2020معش في حشم	libya
TRAIN_14462	ماافيه حل صدقيني وان لقيتي قوليلي الله يسعدك تعبت منها حقيقي	ksa
TRAIN_3815	هه متت بدي اهداءات احدث	syria
TRAIN_8125	الله الله يا بوناصر	syria
TRAIN_202	مش مهم ، عشان لا إنتوا هتفهموا ولا أنا هشرح .	egypt
TRAIN_7085	USER محد يحاسبها الشركه	oman
TRAIN_1131	مثلي م اذاكر الا شوي	egypt
TRAIN_14246	ياخي فما فريق وصل عمل الي عملاتوا لبرسا . . أيا روحوا اا نبار . .	tunisia
TRAIN_19625	الكلام الفاحش هذا كيقلب على خلا دار بوه URL	morocco
TRAIN_4481	مااشاء الله قرائتك جدا جميلة . . معنى اني ماشاركت بالفقرة بس انبسطت وانا اقرأ التعليقات للبنات	syria
TRAIN_12493	كله تلا الرأس ياسين عليه	yemen
TRAIN_6736	' حلهم في الكورسات هو \ ' ارر \ ' '	syria
TRAIN_17653	مشكورين جدا جدا وتسستاهل انت ياحبيب القلووب	ksa
TRAIN_16512	USER نامي طيب عشان ماافر فيك اصحصحك زي اليوم	jordan
TRAIN_3565	و انا تحملت كثيير URL	algeria
TRAIN_17976	USER أنا ابى راتب وزير ومهنة سائق في برنامج توب جير يا رب	uae
TRAIN_10852	moustaphaabdo أنا فاتح الفيس بوك على	algeria
TRAIN_11757	هادشي لي بان ليا الفيران خرجو يتشفاو وغادي يهربو عاوتاني	morocco
TRAIN_5336	يلا نلعب بوله ترنيب	egypt
TRAIN_20916	والله انا مكسل ماسافر رحلة التخرج بتاعتنا دى	egypt
TRAIN_730	اخنوش يفعل الخطاب الملكي بتقسيم الغنيمة هه	morocco
TRAIN_18595	اصطبحنا واصطبح الملك لله أنا مؤدب ومش حرد وفي انتظار اوبريت اخترناه URL …	egypt
TRAIN_17646	يسطي لا صاحبنا برضو	tunisia
TRAIN_4995	ادعي له بهالوقت	syria
TRAIN_3673	تسلمي يارب وماتشوف سوء ويكملا عليكي	iraq
TRAIN_12787	USER مؤنس ليش الريال يريد الاستغناء عن لوكا مودرتش ؟ لو هي عملية تصفية لاصدقاء المو ! !	iraq
TRAIN_10618	مازال في وقت تقدري تقري وتكملي توكلي علي الله انت قدها	libya
TRAIN_15727	طلعت بنية يا فشلت الفشلة	iraq
TRAIN_2534	لا كلمه الحق مره عندن ما رانا من جماعة بالحمر لا بلازرق غير انتم قلتو كلمه من المفروض لا تقال لانه ميت عقبة عليكم نفس الكلام لكن كما قلت طبيعية الانسان هكذا لا يحب من النصيحه المهم كلمة يكفروك منيش من الناس الي تكفر شكون انا و اش من حق نكفر واحد يشهد بالله ولو كان كاذبا .	algeria
